project,Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_lpl
nutch,Public Method,org.apache.nutch.util.domain.DomainSuffixes.get,4.0,9,0,3,1,1,6,2.0,1.0,0.0,1,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,2.0,1,1,1,1,False
nutch,Public Method,org.apache.nutch.parse.swf.NutchSWFActions.jump,2.0,5,0,4,1,2,1,2.0,1.0,0.0,2,3,1,2,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.25,1,1,1,1,False
nutch,Public Static Method,org.apache.nutch.net.urlnormalizer.basic.TestBasicURLNormalizer.main,0.0,3,0,3,1,1,0,2.0,1.0,0.0,1,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1,1,1,1,False
nutch,Public Method,org.apache.nutch.crawl.LinkDbReader.init,3.0,4,0,4,1,2,0,4.0,1.0,0.0,2,3,1,2,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1,1,1,1,False
nutch,Public Method,org.apache.nutch.indexer.IndexingFilters.filter,10.0,11,1,8,2,4,2,2.0,3.0,0.0,5,8,2,6,3.0,3.0,3.0,3.0,3.0,3.0,2,3.0,0.25,3,3,3,3,False
nutch,Public Static Method,org.apache.nutch.util.FSUtils.closeReaders,5.0,38,2,22,6,10,14,1.0,8.0,2.0,8,16,6,10,8.0,8.0,8.0,2.0,0.0,0.0,6,0.0,0.64,8,8,8,2,False
nutch,Public Method,org.apache.nutch.indexer.IndexerOutputFormat.getRecordWriter,2.0,27,5,21,5,12,1,4.0,2.0,0.0,6,15,8,7,2.0,2.0,2.0,1.0,0.0,0.0,0,0.0,0.05,2,2,2,1,False
nutch,Public Method,org.apache.nutch.fetcher.Fetcher.fetch,11.0,46,11,31,7,26,4,23.0,4.0,1.0,24,27,6,21,3.0,3.0,3.0,1.0,0.0,0.0,1,0.0,0.13,3,3,3,1,False
nutch,Public Method,org.apache.nutch.crawl.AbstractFetchSchedule.setFetchSchedule,3.0,12,0,6,3,2,6,2.0,1.0,0.0,2,3,1,2,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,1.0,1,1,1,1,True
nutch,Public Method,org.apache.nutch.crawl.AdaptiveFetchSchedule.setFetchSchedule,16.0,34,0,33,6,26,1,7.0,72.0,2.0,18,25,4,21,9.0,7.0,9.0,1.0,4.0,0.0,2,0.0,0.03,9,7,9,1,True
nutch,Public Method,org.apache.nutch.crawl.DefaultFetchSchedule.setFetchSchedule,8.0,12,0,12,3,7,0,6.0,2.0,0.0,5,7,1,6,2.0,2.0,2.0,1.0,0.0,0.0,1,0.0,0.0,2,2,2,1,True
nutch,Public Abstract Method,org.apache.nutch.crawl.FetchSchedule.setFetchSchedule,2.0,28,0,3,3,0,25,1.0,0.0,0.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.33,0,0,0,0,True
nutch,Public Constructor,org.apache.nutch.plugin.PluginDescriptor.PluginDescriptor,8.0,24,2,12,3,8,10,8.0,2.0,0.0,7,9,1,8,2.0,2.0,2.0,1.0,0.0,0.0,1,0.0,0.83,2,2,2,1,True
nutch,Public Abstract Method,org.apache.nutch.scoring.ScoringFilter.indexerScore,1.0,20,0,2,2,0,18,1.0,0.0,0.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,0,0,0,0,True
nutch,Public Method,org.apache.nutch.scoring.ScoringFilters.indexerScore,10.0,6,0,6,1,3,0,2.0,2.0,0.0,4,6,2,4,2.0,2.0,2.0,1.0,0.0,0.0,1,0.0,0.0,2,2,2,1,True
nutch,Public Method,org.apache.nutch.scoring.tld.TLDScoringFilter.distributeScoreToOutlink,1.0,5,0,5,3,1,0,1.0,1.0,0.0,1,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1,1,1,1,True
nutch,Public Method,org.apache.nutch.scoring.tld.TLDScoringFilter.indexerScore,3.0,16,2,14,6,8,0,6.0,4.0,1.0,5,10,5,5,4.0,4.0,4.0,1.0,0.0,0.0,3,0.0,0.0,4,4,4,1,True
nutch,Public Method,org.apache.nutch.scoring.urlmeta.URLMetaScoringFilter.indexerScore,1.0,6,0,5,3,1,1,1.0,1.0,0.0,1,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.2,1,1,1,1,True
nutch,Public Abstract Method,org.apache.nutch.segment.SegmentMergeFilter.filter,1.0,10,0,3,3,0,7,1.0,0.0,0.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.33,0,0,0,0,True
nutch,Public Method,org.apache.nutch.segment.SegmentMergeFilters.filter,11.0,24,0,17,3,11,7,6.0,6.0,1.0,4,10,2,8,5.0,5.0,5.0,3.0,3.0,3.0,3,3.0,0.41,5,5,5,3,True
nutch,Public Method,org.apache.nutch.tools.Benchmark.benchmark,13.0,95,2,91,24,79,7,37.0,208.0,2.0,72,83,22,61,10.0,10.0,10.0,3.0,2.0,2.0,3,2.0,0.08,10,10,10,3,True
nutch,Private Method,org.apache.nutch.tools.arc.ArcSegmentCreator.output,19.0,117,11,82,13,60,24,44.0,1154.0,3.0,33,51,10,41,17.0,17.0,18.0,4.0,7.0,3.0,6,3.0,0.29,17,17,18,4,True
